age,workclass,education,marital-status,occupation,relationship,race,hours-per-week,native-country,income,male,female
64.0,1.0,21.0,1.0,5740.0,17.0,0.0,2.0,1.0,1,20.0,20.0
30.0,6.0,16.0,5.0,2700.0,9.0,12.0,2.0,1.0,0,0.0,1.0
51.0,1.0,15.0,1.0,3603.0,417.0,1.0,2.0,2.0,0,40.0,40.0
60.0,1.0,16.0,3.0,3602.0,6.0,17.0,1.0,1.0,0,40.0,40.0
57.0,3.0,18.0,1.0,5120.0,48.0,0.0,2.0,1.0,1,40.0,40.0
25.0,2.0,16.0,1.0,2865.0,6.0,0.0,1.0,1.0,0,40.0,40.0
46.0,1.0,20.0,1.0,6520.0,303.0,0.0,1.0,1.0,1,40.0,40.0
62.0,7.0,20.0,1.0,10.0,6.0,1.0,1.0,1.0,1,50.0,50.0
48.0,2.0,20.0,1.0,5120.0,6.0,1.0,2.0,1.0,1,40.0,40.0
27.0,2.0,19.0,1.0,3500.0,247.0,0.0,1.0,6.0,0,12.0,12.0
46.0,7.0,12.0,1.0,4251.0,303.0,0.0,1.0,1.0,1,40.0,40.0
33.0,1.0,21.0,5.0,4700.0,36.0,0.0,1.0,1.0,1,50.0,50.0
53.0,1.0,19.0,1.0,735.0,36.0,0.0,1.0,1.0,1,55.0,55.0
48.0,7.0,20.0,1.0,440.0,39.0,0.0,1.0,1.0,1,50.0,50.0
77.0,1.0,20.0,1.0,220.0,6.0,0.0,1.0,9.0,1,60.0,60.0
45.0,1.0,18.0,1.0,7750.0,233.0,0.0,2.0,6.0,0,40.0,40.0
32.0,4.0,21.0,5.0,1108.0,6.0,0.0,1.0,6.0,1,40.0,40.0
53.0,6.0,1.0,1.0,4230.0,303.0,0.0,2.0,8.0,0,8.0,8.0
40.0,1.0,16.0,1.0,4760.0,6.0,3.0,2.0,1.0,0,12.0,12.0
63.0,5.0,11.0,5.0,5550.0,6.0,10.0,1.0,6.0,1,44.0,44.0
24.0,1.0,21.0,5.0,4800.0,18.0,12.0,2.0,1.0,0,20.0,20.0
66.0,6.0,22.0,2.0,800.0,36.0,0.0,1.0,1.0,1,43.0,43.0
59.0,2.0,21.0,3.0,2350.0,103.0,0.0,1.0,1.0,1,6.0,6.0
28.0,1.0,23.0,5.0,2310.0,6.0,0.0,2.0,1.0,0,35.0,35.0
36.0,1.0,21.0,5.0,5240.0,451.0,0.0,2.0,2.0,0,35.0,35.0
60.0,6.0,22.0,5.0,4230.0,312.0,12.0,2.0,8.0,0,30.0,30.0
56.0,2.0,16.0,1.0,3603.0,6.0,1.0,2.0,1.0,0,36.0,36.0
32.0,6.0,14.0,1.0,9130.0,6.0,3.0,1.0,1.0,0,25.0,25.0
19.0,1.0,18.0,5.0,4110.0,6.0,17.0,2.0,1.0,0,15.0,15.0
49.0,3.0,18.0,2.0,3602.0,6.0,0.0,2.0,2.0,0,25.0,25.0
32.0,7.0,19.0,5.0,800.0,6.0,0.0,2.0,1.0,1,20.0,20.0
54.0,1.0,21.0,1.0,4710.0,6.0,1.0,1.0,1.0,1,50.0,50.0
25.0,1.0,19.0,5.0,2770.0,6.0,12.0,2.0,3.0,1,38.0,38.0
46.0,1.0,21.0,1.0,530.0,6.0,0.0,1.0,1.0,1,45.0,45.0
62.0,3.0,16.0,1.0,3601.0,207.0,1.0,2.0,6.0,0,35.0,35.0
53.0,1.0,19.0,1.0,5240.0,36.0,0.0,2.0,1.0,1,40.0,40.0
31.0,1.0,19.0,5.0,6260.0,6.0,0.0,1.0,1.0,1,50.0,50.0
36.0,1.0,16.0,5.0,9600.0,6.0,13.0,1.0,9.0,1,40.0,40.0
51.0,1.0,21.0,1.0,440.0,20.0,0.0,1.0,1.0,1,40.0,40.0
69.0,6.0,21.0,1.0,310.0,48.0,1.0,1.0,1.0,0,3.0,3.0
36.0,5.0,19.0,1.0,9830.0,19.0,0.0,1.0,1.0,0,40.0,40.0
24.0,1.0,19.0,5.0,4850.0,6.0,0.0,2.0,9.0,0,35.0,35.0
41.0,1.0,9.0,1.0,8225.0,303.0,0.0,1.0,8.0,0,50.0,50.0
34.0,1.0,23.0,5.0,735.0,42.0,0.0,2.0,1.0,1,45.0,45.0
21.0,1.0,16.0,5.0,4030.0,6.0,7.0,1.0,1.0,0,40.0,40.0
62.0,1.0,17.0,1.0,8000.0,303.0,1.0,1.0,1.0,0,40.0,40.0
48.0,1.0,22.0,1.0,440.0,217.0,0.0,1.0,6.0,1,40.0,40.0
22.0,1.0,19.0,5.0,4110.0,6.0,0.0,2.0,1.0,0,25.0,25.0
54.0,1.0,18.0,1.0,4800.0,6.0,0.0,1.0,1.0,1,40.0,40.0
76.0,1.0,19.0,1.0,8030.0,17.0,1.0,1.0,1.0,0,28.0,28.0
28.0,4.0,20.0,5.0,5740.0,6.0,2.0,1.0,1.0,0,16.0,16.0
41.0,2.0,17.0,5.0,2545.0,6.0,13.0,2.0,9.0,0,40.0,40.0
57.0,3.0,20.0,1.0,5940.0,6.0,0.0,2.0,1.0,0,20.0,20.0
46.0,7.0,21.0,5.0,20.0,217.0,0.0,1.0,6.0,0,40.0,40.0
36.0,6.0,19.0,3.0,3630.0,6.0,0.0,2.0,9.0,1,25.0,25.0
65.0,2.0,20.0,1.0,5860.0,24.0,1.0,2.0,1.0,0,16.0,16.0
50.0,1.0,16.0,1.0,8920.0,158.0,0.0,1.0,1.0,0,20.0,20.0
39.0,3.0,21.0,1.0,4600.0,303.0,1.0,2.0,8.0,0,15.0,15.0
36.0,6.0,21.0,1.0,4760.0,209.0,0.0,1.0,6.0,0,40.0,40.0
50.0,1.0,19.0,1.0,1050.0,6.0,0.0,1.0,1.0,1,40.0,40.0
42.0,6.0,16.0,1.0,735.0,109.0,9.0,1.0,1.0,1,40.0,40.0
30.0,1.0,21.0,1.0,705.0,11.0,1.0,1.0,1.0,1,45.0,45.0
53.0,4.0,21.0,1.0,2300.0,6.0,0.0,2.0,1.0,0,40.0,40.0
31.0,1.0,19.0,5.0,5360.0,37.0,0.0,2.0,6.0,0,30.0,30.0
36.0,1.0,21.0,1.0,735.0,53.0,0.0,2.0,1.0,1,40.0,40.0
25.0,3.0,21.0,5.0,1360.0,6.0,13.0,2.0,1.0,1,45.0,45.0
43.0,7.0,21.0,1.0,4655.0,6.0,0.0,2.0,1.0,1,20.0,20.0
55.0,1.0,24.0,1.0,1760.0,207.0,1.0,1.0,6.0,1,40.0,40.0
41.0,1.0,21.0,1.0,4840.0,6.0,0.0,1.0,9.0,0,50.0,50.0
33.0,4.0,21.0,3.0,2001.0,6.0,13.0,2.0,2.0,0,40.0,40.0
33.0,2.0,19.0,5.0,9600.0,6.0,2.0,1.0,1.0,0,38.0,38.0
61.0,6.0,19.0,1.0,440.0,6.0,0.0,1.0,1.0,1,50.0,50.0
72.0,7.0,21.0,1.0,4830.0,36.0,0.0,2.0,1.0,1,35.0,35.0
30.0,1.0,15.0,1.0,8740.0,303.0,0.0,1.0,1.0,0,50.0,50.0
30.0,1.0,17.0,5.0,9130.0,303.0,0.0,1.0,8.0,0,40.0,40.0
40.0,1.0,14.0,1.0,5860.0,303.0,9.0,1.0,8.0,0,35.0,35.0
40.0,1.0,6.0,1.0,9620.0,314.0,1.0,2.0,8.0,0,40.0,40.0
34.0,3.0,18.0,5.0,5820.0,6.0,5.0,2.0,6.0,0,40.0,40.0
17.0,1.0,17.0,5.0,4720.0,6.0,2.0,1.0,1.0,0,23.0,23.0
27.0,1.0,19.0,5.0,4030.0,6.0,2.0,1.0,1.0,0,38.0,38.0
67.0,5.0,16.0,3.0,5550.0,217.0,0.0,1.0,6.0,1,48.0,48.0
32.0,1.0,16.0,5.0,7010.0,312.0,2.0,1.0,8.0,0,40.0,40.0
28.0,1.0,19.0,5.0,7340.0,303.0,0.0,1.0,1.0,1,60.0,60.0
63.0,1.0,19.0,5.0,5740.0,46.0,0.0,2.0,8.0,0,40.0,40.0
38.0,3.0,21.0,1.0,2310.0,370.0,0.0,2.0,1.0,0,20.0,20.0
60.0,1.0,19.0,1.0,9645.0,233.0,1.0,1.0,6.0,0,40.0,40.0
55.0,1.0,20.0,2.0,20.0,209.0,0.0,2.0,6.0,1,60.0,60.0
33.0,1.0,21.0,1.0,5140.0,6.0,2.0,2.0,6.0,0,40.0,40.0
39.0,6.0,22.0,1.0,410.0,6.0,0.0,2.0,6.0,0,5.0,5.0
28.0,1.0,15.0,1.0,4110.0,6.0,2.0,1.0,1.0,0,30.0,30.0
56.0,3.0,19.0,1.0,5260.0,6.0,1.0,2.0,1.0,1,40.0,40.0
37.0,4.0,17.0,2.0,3602.0,6.0,0.0,1.0,1.0,0,8.0,8.0
50.0,1.0,13.0,1.0,3603.0,313.0,0.0,2.0,8.0,0,40.0,40.0
45.0,6.0,16.0,1.0,3602.0,6.0,1.0,2.0,1.0,0,25.0,25.0
34.0,6.0,21.0,1.0,2360.0,6.0,0.0,1.0,1.0,1,50.0,50.0
38.0,1.0,20.0,1.0,530.0,6.0,1.0,2.0,1.0,1,50.0,50.0
65.0,1.0,21.0,1.0,4621.0,9.0,1.0,2.0,1.0,0,0.0,1.0
22.0,2.0,21.0,5.0,2205.0,6.0,12.0,2.0,1.0,0,30.0,30.0
42.0,4.0,21.0,1.0,1010.0,6.0,0.0,2.0,1.0,1,45.0,45.0
43.0,1.0,21.0,1.0,650.0,48.0,1.0,1.0,1.0,1,45.0,45.0
64.0,1.0,23.0,1.0,10.0,49.0,0.0,1.0,1.0,1,55.0,55.0
64.0,3.0,15.0,1.0,440.0,48.0,0.0,1.0,8.0,0,40.0,40.0
63.0,7.0,24.0,5.0,1360.0,240.0,0.0,1.0,6.0,1,40.0,40.0
53.0,1.0,21.0,1.0,2310.0,303.0,1.0,2.0,1.0,0,25.0,25.0
32.0,1.0,21.0,5.0,52.0,313.0,13.0,1.0,8.0,1,40.0,40.0
47.0,2.0,22.0,1.0,3550.0,6.0,1.0,2.0,1.0,1,40.0,40.0
45.0,3.0,19.0,3.0,2330.0,6.0,4.0,2.0,1.0,0,30.0,30.0
48.0,1.0,16.0,4.0,4230.0,303.0,0.0,2.0,8.0,0,30.0,30.0
55.0,2.0,22.0,5.0,750.0,6.0,0.0,2.0,1.0,1,40.0,40.0
50.0,1.0,19.0,1.0,4240.0,303.0,9.0,1.0,8.0,0,40.0,40.0
61.0,5.0,24.0,1.0,2360.0,414.0,0.0,1.0,1.0,1,40.0,40.0
65.0,6.0,21.0,1.0,220.0,18.0,0.0,1.0,1.0,1,50.0,50.0
36.0,1.0,18.0,1.0,4700.0,6.0,1.0,1.0,1.0,1,50.0,50.0
49.0,1.0,21.0,1.0,4965.0,6.0,0.0,2.0,1.0,1,50.0,50.0
33.0,1.0,19.0,1.0,410.0,315.0,9.0,1.0,8.0,0,40.0,40.0
17.0,1.0,14.0,5.0,4055.0,6.0,2.0,2.0,1.0,0,12.0,12.0
61.0,1.0,21.0,1.0,5740.0,217.0,0.0,2.0,6.0,0,36.0,36.0
56.0,6.0,9.0,1.0,3601.0,303.0,1.0,2.0,8.0,0,40.0,40.0
43.0,1.0,13.0,5.0,9610.0,303.0,15.0,1.0,1.0,0,40.0,40.0
24.0,1.0,19.0,5.0,3648.0,303.0,0.0,2.0,1.0,0,40.0,40.0
54.0,1.0,16.0,1.0,4000.0,247.0,1.0,2.0,6.0,0,20.0,20.0
43.0,1.0,12.0,1.0,3602.0,303.0,1.0,2.0,1.0,0,40.0,40.0
46.0,7.0,18.0,1.0,4510.0,6.0,0.0,2.0,1.0,0,30.0,30.0
37.0,1.0,22.0,1.0,4220.0,217.0,0.0,1.0,6.0,0,13.0,13.0
41.0,1.0,16.0,1.0,9620.0,6.0,1.0,1.0,2.0,0,30.0,30.0
37.0,3.0,21.0,1.0,5220.0,6.0,0.0,2.0,1.0,0,40.0,40.0
33.0,1.0,18.0,5.0,4240.0,215.0,2.0,1.0,9.0,0,45.0,45.0
73.0,1.0,20.0,1.0,4720.0,36.0,1.0,1.0,1.0,0,40.0,40.0
70.0,1.0,9.0,1.0,4220.0,303.0,1.0,1.0,1.0,0,30.0,30.0
56.0,3.0,22.0,1.0,120.0,6.0,0.0,2.0,1.0,1,50.0,50.0
25.0,1.0,16.0,5.0,9620.0,6.0,2.0,1.0,1.0,0,30.0,30.0
39.0,1.0,20.0,1.0,8030.0,303.0,1.0,1.0,8.0,0,48.0,48.0
31.0,1.0,18.0,1.0,4000.0,35.0,1.0,1.0,1.0,0,25.0,25.0
54.0,2.0,20.0,1.0,3645.0,29.0,1.0,2.0,2.0,0,40.0,40.0
30.0,1.0,16.0,1.0,350.0,6.0,1.0,2.0,1.0,0,35.0,35.0
52.0,1.0,24.0,1.0,1760.0,207.0,0.0,2.0,6.0,1,30.0,30.0
63.0,6.0,20.0,1.0,4700.0,6.0,1.0,2.0,1.0,0,10.0,10.0
18.0,1.0,14.0,5.0,4140.0,6.0,4.0,1.0,1.0,0,10.0,10.0
35.0,3.0,20.0,1.0,2330.0,416.0,1.0,2.0,2.0,0,16.0,16.0
49.0,1.0,18.0,2.0,9645.0,39.0,17.0,1.0,1.0,0,32.0,32.0
60.0,1.0,23.0,1.0,3090.0,11.0,0.0,2.0,1.0,1,55.0,55.0
61.0,1.0,16.0,1.0,4521.0,223.0,10.0,2.0,6.0,0,32.0,32.0
39.0,3.0,20.0,5.0,5320.0,6.0,0.0,2.0,8.0,0,40.0,40.0
31.0,6.0,16.0,5.0,4251.0,6.0,0.0,1.0,8.0,0,40.0,40.0
34.0,1.0,22.0,5.0,1021.0,6.0,2.0,1.0,6.0,1,40.0,40.0
51.0,1.0,18.0,1.0,4850.0,17.0,0.0,1.0,1.0,1,60.0,60.0
33.0,1.0,21.0,5.0,4720.0,30.0,13.0,1.0,1.0,1,55.0,55.0
24.0,5.0,19.0,3.0,9825.0,6.0,13.0,1.0,9.0,0,16.0,16.0
40.0,1.0,21.0,1.0,845.0,51.0,1.0,1.0,1.0,1,55.0,55.0
35.0,1.0,23.0,5.0,2100.0,240.0,0.0,1.0,6.0,1,40.0,40.0
39.0,6.0,24.0,1.0,9005.0,6.0,0.0,1.0,1.0,1,48.0,48.0
18.0,1.0,17.0,5.0,4251.0,6.0,2.0,1.0,1.0,0,40.0,40.0
66.0,1.0,21.0,1.0,2722.0,4.0,1.0,1.0,1.0,1,35.0,35.0
43.0,1.0,23.0,1.0,2100.0,21.0,1.0,2.0,1.0,1,40.0,40.0
32.0,1.0,21.0,1.0,1720.0,333.0,0.0,2.0,2.0,1,40.0,40.0
46.0,1.0,16.0,1.0,8740.0,247.0,1.0,2.0,6.0,0,40.0,40.0
46.0,1.0,19.0,3.0,5420.0,6.0,0.0,2.0,1.0,1,45.0,45.0
35.0,2.0,23.0,1.0,3090.0,17.0,0.0,2.0,6.0,1,70.0,70.0
63.0,1.0,21.0,1.0,2310.0,36.0,1.0,2.0,1.0,0,40.0,40.0
46.0,1.0,23.0,1.0,3090.0,212.0,0.0,1.0,1.0,1,40.0,40.0
53.0,1.0,21.0,2.0,910.0,6.0,0.0,2.0,1.0,1,45.0,45.0
67.0,1.0,18.0,2.0,440.0,48.0,0.0,2.0,2.0,1,45.0,45.0
50.0,1.0,16.0,1.0,4740.0,233.0,9.0,2.0,6.0,0,25.0,25.0
46.0,1.0,9.0,1.0,9600.0,303.0,0.0,1.0,8.0,0,40.0,40.0
40.0,1.0,21.0,1.0,4700.0,226.0,0.0,2.0,6.0,0,40.0,40.0
60.0,3.0,21.0,1.0,2310.0,2.0,0.0,1.0,1.0,1,35.0,35.0
54.0,1.0,19.0,1.0,4840.0,6.0,0.0,1.0,8.0,0,40.0,40.0
20.0,1.0,19.0,5.0,4720.0,6.0,2.0,1.0,1.0,0,20.0,20.0
58.0,6.0,22.0,1.0,4920.0,303.0,0.0,1.0,1.0,1,40.0,40.0
30.0,1.0,19.0,5.0,5240.0,25.0,13.0,1.0,1.0,0,40.0,40.0
34.0,1.0,20.0,3.0,2830.0,6.0,13.0,1.0,1.0,1,50.0,50.0
42.0,4.0,21.0,1.0,2205.0,6.0,1.0,1.0,1.0,1,40.0,40.0
25.0,1.0,15.0,5.0,9110.0,6.0,2.0,1.0,1.0,0,40.0,40.0
21.0,1.0,16.0,5.0,8225.0,6.0,0.0,2.0,1.0,0,40.0,40.0
45.0,3.0,21.0,1.0,1220.0,6.0,1.0,2.0,1.0,1,40.0,40.0
59.0,1.0,23.0,1.0,540.0,6.0,0.0,1.0,6.0,1,40.0,40.0
30.0,1.0,19.0,1.0,5240.0,6.0,0.0,1.0,9.0,0,30.0,30.0
45.0,1.0,13.0,5.0,7315.0,6.0,2.0,1.0,1.0,0,40.0,40.0
58.0,1.0,1.0,1.0,9350.0,312.0,1.0,1.0,1.0,0,40.0,40.0
37.0,7.0,19.0,1.0,205.0,6.0,1.0,1.0,1.0,1,45.0,45.0
22.0,1.0,16.0,5.0,4140.0,6.0,2.0,1.0,1.0,0,15.0,15.0
22.0,1.0,16.0,5.0,7220.0,6.0,2.0,1.0,1.0,0,40.0,40.0
60.0,1.0,19.0,1.0,8990.0,303.0,0.0,1.0,8.0,0,40.0,40.0
39.0,1.0,21.0,5.0,735.0,29.0,0.0,2.0,1.0,0,40.0,40.0
18.0,1.0,14.0,5.0,440.0,6.0,2.0,1.0,1.0,0,25.0,25.0
57.0,6.0,19.0,5.0,6260.0,6.0,0.0,1.0,1.0,0,10.0,10.0
49.0,1.0,18.0,3.0,102.0,6.0,2.0,2.0,1.0,1,45.0,45.0
39.0,2.0,16.0,1.0,5240.0,233.0,12.0,2.0,6.0,0,24.0,24.0
71.0,1.0,18.0,1.0,3930.0,22.0,0.0,1.0,2.0,0,24.0,24.0
60.0,1.0,21.0,1.0,1010.0,6.0,1.0,1.0,1.0,1,40.0,40.0
45.0,6.0,22.0,3.0,4840.0,49.0,0.0,1.0,1.0,1,35.0,35.0
49.0,1.0,22.0,1.0,630.0,44.0,1.0,2.0,2.0,1,45.0,45.0
55.0,1.0,16.0,1.0,6260.0,6.0,1.0,1.0,1.0,0,45.0,45.0
23.0,1.0,16.0,5.0,9130.0,6.0,0.0,1.0,8.0,0,25.0,25.0
32.0,2.0,22.0,5.0,420.0,6.0,0.0,2.0,2.0,1,55.0,55.0
19.0,1.0,19.0,5.0,4720.0,6.0,0.0,2.0,1.0,0,25.0,25.0
54.0,1.0,16.0,3.0,540.0,6.0,0.0,1.0,1.0,1,39.0,39.0
19.0,6.0,18.0,5.0,4435.0,17.0,2.0,2.0,1.0,0,20.0,20.0
49.0,1.0,20.0,1.0,4850.0,42.0,0.0,2.0,1.0,1,40.0,40.0
31.0,1.0,15.0,5.0,4020.0,6.0,13.0,1.0,1.0,0,35.0,35.0
52.0,2.0,21.0,3.0,3255.0,6.0,0.0,2.0,1.0,1,36.0,36.0
44.0,1.0,19.0,1.0,5740.0,6.0,10.0,2.0,6.0,0,40.0,40.0
77.0,6.0,23.0,1.0,2640.0,13.0,1.0,1.0,1.0,0,8.0,8.0
18.0,1.0,18.0,5.0,4055.0,247.0,2.0,2.0,6.0,0,15.0,15.0
59.0,1.0,6.0,1.0,8710.0,303.0,0.0,1.0,1.0,1,40.0,40.0
41.0,3.0,16.0,1.0,9620.0,6.0,1.0,1.0,1.0,0,40.0,40.0
29.0,1.0,12.0,1.0,4760.0,6.0,0.0,2.0,1.0,0,37.0,37.0
62.0,4.0,16.0,1.0,7000.0,6.0,0.0,1.0,1.0,1,40.0,40.0
29.0,1.0,16.0,1.0,7410.0,312.0,2.0,2.0,1.0,0,40.0,40.0
74.0,2.0,16.0,1.0,4940.0,6.0,1.0,2.0,1.0,0,32.0,32.0
43.0,1.0,16.0,1.0,6200.0,303.0,1.0,1.0,8.0,1,40.0,40.0
37.0,6.0,19.0,1.0,3500.0,6.0,1.0,2.0,9.0,0,50.0,50.0
44.0,3.0,18.0,1.0,5860.0,233.0,0.0,2.0,9.0,1,40.0,40.0
26.0,6.0,21.0,5.0,2751.0,36.0,13.0,1.0,1.0,0,60.0,60.0
19.0,1.0,16.0,1.0,4140.0,36.0,7.0,1.0,1.0,0,17.0,17.0
29.0,2.0,22.0,1.0,2310.0,6.0,0.0,2.0,1.0,1,45.0,45.0
18.0,1.0,18.0,5.0,4030.0,6.0,17.0,2.0,1.0,0,20.0,20.0
43.0,1.0,15.0,1.0,6260.0,303.0,1.0,1.0,1.0,0,40.0,40.0
30.0,3.0,16.0,5.0,4220.0,303.0,2.0,2.0,1.0,0,20.0,20.0
49.0,1.0,16.0,1.0,9600.0,370.0,0.0,1.0,1.0,0,40.0,40.0
23.0,1.0,21.0,5.0,4760.0,6.0,2.0,2.0,1.0,0,50.0,50.0
30.0,1.0,13.0,5.0,6050.0,56.0,0.0,1.0,1.0,0,65.0,65.0
53.0,6.0,21.0,1.0,4800.0,48.0,0.0,2.0,1.0,1,35.0,35.0
32.0,1.0,19.0,5.0,4760.0,6.0,0.0,2.0,8.0,0,25.0,25.0
27.0,1.0,16.0,1.0,7200.0,6.0,1.0,1.0,1.0,0,40.0,40.0
57.0,1.0,13.0,1.0,9142.0,210.0,5.0,1.0,6.0,0,40.0,40.0
32.0,2.0,16.0,5.0,4435.0,6.0,2.0,1.0,8.0,0,40.0,40.0
48.0,6.0,1.0,5.0,440.0,303.0,13.0,1.0,1.0,0,40.0,40.0
38.0,1.0,19.0,1.0,4760.0,49.0,1.0,1.0,6.0,1,40.0,40.0
25.0,1.0,21.0,5.0,2850.0,6.0,0.0,1.0,1.0,1,40.0,40.0
20.0,1.0,19.0,5.0,4760.0,6.0,0.0,2.0,1.0,0,25.0,25.0
68.0,3.0,22.0,1.0,2310.0,15.0,1.0,2.0,1.0,1,40.0,40.0
28.0,2.0,21.0,1.0,5730.0,53.0,0.0,2.0,1.0,0,35.0,35.0
33.0,1.0,21.0,1.0,1530.0,6.0,1.0,1.0,9.0,1,45.0,45.0
33.0,1.0,20.0,5.0,3401.0,6.0,2.0,1.0,1.0,0,50.0,50.0
17.0,6.0,14.0,5.0,1010.0,6.0,2.0,1.0,1.0,0,25.0,25.0
40.0,1.0,24.0,1.0,3160.0,31.0,0.0,2.0,1.0,1,55.0,55.0
58.0,1.0,9.0,1.0,4230.0,6.0,1.0,2.0,1.0,0,40.0,40.0
51.0,1.0,16.0,1.0,8610.0,6.0,1.0,1.0,1.0,1,40.0,40.0
30.0,1.0,19.0,1.0,3602.0,233.0,9.0,2.0,6.0,0,40.0,40.0
57.0,3.0,21.0,1.0,2310.0,39.0,0.0,2.0,1.0,1,45.0,45.0
28.0,2.0,17.0,1.0,3640.0,6.0,2.0,2.0,1.0,0,35.0,35.0
19.0,3.0,19.0,5.0,3960.0,6.0,2.0,2.0,1.0,0,20.0,20.0
24.0,6.0,21.0,5.0,10.0,26.0,0.0,2.0,1.0,0,24.0,24.0
43.0,2.0,14.0,5.0,2910.0,303.0,0.0,2.0,8.0,0,30.0,30.0
41.0,1.0,15.0,5.0,4140.0,6.0,2.0,1.0,1.0,0,16.0,16.0
60.0,1.0,21.0,3.0,1108.0,6.0,0.0,2.0,1.0,0,25.0,25.0
56.0,1.0,18.0,4.0,5740.0,6.0,0.0,2.0,1.0,1,60.0,60.0
58.0,6.0,21.0,1.0,9600.0,162.0,1.0,1.0,1.0,0,50.0,50.0
46.0,2.0,22.0,3.0,440.0,501.0,0.0,1.0,1.0,1,50.0,50.0
49.0,1.0,14.0,1.0,9310.0,303.0,0.0,1.0,1.0,1,40.0,40.0
33.0,1.0,22.0,5.0,1021.0,243.0,0.0,1.0,1.0,1,50.0,50.0
54.0,1.0,21.0,1.0,1410.0,17.0,1.0,1.0,1.0,1,50.0,50.0
63.0,1.0,1.0,1.0,3602.0,303.0,1.0,2.0,8.0,0,24.0,24.0
32.0,5.0,19.0,1.0,9030.0,40.0,1.0,1.0,1.0,1,40.0,40.0
39.0,1.0,16.0,5.0,9640.0,312.0,10.0,2.0,8.0,0,40.0,40.0
40.0,1.0,22.0,1.0,1021.0,247.0,0.0,1.0,6.0,1,40.0,40.0
28.0,1.0,21.0,1.0,1021.0,26.0,0.0,1.0,1.0,1,45.0,45.0
54.0,1.0,1.0,1.0,5000.0,6.0,1.0,2.0,1.0,1,32.0,32.0
50.0,3.0,23.0,1.0,3725.0,36.0,0.0,1.0,1.0,1,40.0,40.0
32.0,1.0,12.0,1.0,4020.0,6.0,5.0,2.0,1.0,0,30.0,30.0
42.0,1.0,15.0,1.0,8710.0,303.0,1.0,1.0,8.0,0,55.0,55.0
48.0,3.0,16.0,1.0,5860.0,303.0,0.0,2.0,1.0,0,40.0,40.0
49.0,1.0,19.0,1.0,9130.0,303.0,0.0,1.0,8.0,0,40.0,40.0
40.0,1.0,16.0,3.0,5120.0,6.0,2.0,2.0,1.0,0,40.0,40.0
46.0,1.0,21.0,1.0,565.0,6.0,0.0,1.0,1.0,1,40.0,40.0
28.0,1.0,19.0,1.0,5300.0,301.0,0.0,1.0,1.0,0,45.0,45.0
39.0,1.0,23.0,1.0,3500.0,6.0,1.0,1.0,6.0,0,40.0,40.0
19.0,5.0,16.0,5.0,9825.0,36.0,17.0,1.0,1.0,0,55.0,55.0
36.0,1.0,19.0,1.0,3515.0,6.0,0.0,2.0,1.0,0,40.0,40.0
39.0,6.0,21.0,1.0,4700.0,228.0,1.0,2.0,6.0,0,72.0,72.0
49.0,1.0,9.0,5.0,8320.0,303.0,6.0,2.0,1.0,0,39.0,39.0
48.0,1.0,12.0,1.0,9645.0,313.0,0.0,2.0,1.0,0,40.0,40.0
72.0,6.0,19.0,3.0,4510.0,6.0,6.0,2.0,1.0,0,25.0,25.0
39.0,5.0,21.0,3.0,5540.0,210.0,0.0,2.0,6.0,1,40.0,40.0
37.0,1.0,19.0,1.0,4055.0,48.0,9.0,2.0,1.0,0,32.0,32.0
22.0,1.0,21.0,5.0,4720.0,233.0,2.0,2.0,6.0,0,30.0,30.0
72.0,3.0,21.0,4.0,3602.0,315.0,0.0,2.0,8.0,0,16.0,16.0
29.0,1.0,19.0,1.0,7640.0,6.0,1.0,1.0,1.0,1,40.0,40.0
66.0,1.0,20.0,2.0,4710.0,6.0,0.0,1.0,1.0,1,60.0,60.0
62.0,3.0,20.0,3.0,1105.0,6.0,0.0,1.0,1.0,1,40.0,40.0
21.0,1.0,19.0,5.0,9645.0,6.0,12.0,1.0,1.0,0,40.0,40.0
51.0,1.0,19.0,1.0,6230.0,6.0,1.0,1.0,1.0,1,92.0,92.0
44.0,7.0,18.0,1.0,5940.0,6.0,1.0,1.0,6.0,0,20.0,20.0
44.0,3.0,24.0,1.0,2310.0,36.0,0.0,1.0,2.0,0,10.0,10.0
52.0,4.0,23.0,1.0,3870.0,36.0,0.0,1.0,1.0,1,40.0,40.0
51.0,6.0,21.0,1.0,2634.0,36.0,1.0,2.0,1.0,0,60.0,60.0
40.0,2.0,16.0,3.0,5522.0,303.0,0.0,2.0,1.0,1,40.0,40.0
69.0,3.0,21.0,1.0,3820.0,55.0,0.0,1.0,1.0,0,16.0,16.0
44.0,3.0,19.0,1.0,800.0,6.0,10.0,2.0,1.0,0,40.0,40.0
29.0,1.0,21.0,5.0,1305.0,6.0,2.0,1.0,1.0,1,55.0,55.0
18.0,1.0,16.0,5.0,4720.0,6.0,2.0,1.0,8.0,0,12.0,12.0
39.0,1.0,18.0,1.0,51.0,110.0,9.0,1.0,1.0,1,40.0,40.0
56.0,3.0,20.0,1.0,4600.0,44.0,1.0,2.0,1.0,0,17.0,17.0
45.0,1.0,21.0,1.0,845.0,6.0,0.0,1.0,1.0,1,40.0,40.0
29.0,2.0,23.0,5.0,3050.0,6.0,0.0,2.0,6.0,1,40.0,40.0
54.0,1.0,21.0,1.0,440.0,236.0,1.0,2.0,6.0,1,45.0,45.0
53.0,1.0,21.0,3.0,350.0,6.0,0.0,2.0,1.0,0,75.0,75.0
