age,workclass,education,marital-status,occupation,relationship,race,hours-per-week,native-country,income,male,female
43.0,1.0,22.0,5.0,1021.0,210.0,0.0,2.0,6.0,1,40.0,40.0
53.0,3.0,24.0,5.0,230.0,6.0,0.0,1.0,1.0,1,40.0,40.0
64.0,1.0,23.0,1.0,3090.0,370.0,1.0,2.0,8.0,1,45.0,45.0
20.0,1.0,19.0,5.0,4110.0,6.0,2.0,2.0,8.0,0,30.0,30.0
26.0,1.0,21.0,5.0,4760.0,8.0,12.0,2.0,1.0,1,55.0,55.0
38.0,3.0,22.0,1.0,2435.0,6.0,1.0,2.0,1.0,0,10.0,10.0
54.0,3.0,20.0,5.0,6200.0,6.0,0.0,1.0,1.0,1,40.0,40.0
51.0,1.0,9.0,5.0,8990.0,303.0,0.0,1.0,8.0,0,40.0,40.0
22.0,1.0,21.0,5.0,1555.0,6.0,0.0,1.0,6.0,0,80.0,80.0
25.0,1.0,19.0,5.0,4350.0,6.0,12.0,2.0,6.0,0,6.0,6.0
62.0,1.0,16.0,1.0,3602.0,207.0,1.0,2.0,9.0,0,60.0,60.0
55.0,1.0,18.0,3.0,9130.0,6.0,4.0,1.0,1.0,0,20.0,20.0
68.0,1.0,17.0,3.0,3603.0,23.0,0.0,2.0,1.0,0,6.0,6.0
54.0,1.0,21.0,1.0,5230.0,6.0,0.0,2.0,1.0,1,40.0,40.0
57.0,1.0,21.0,1.0,1360.0,27.0,0.0,1.0,1.0,1,38.0,38.0
54.0,1.0,21.0,1.0,4850.0,17.0,0.0,1.0,1.0,1,55.0,55.0
27.0,1.0,19.0,5.0,4760.0,6.0,2.0,2.0,9.0,0,40.0,40.0
32.0,2.0,16.0,1.0,6130.0,6.0,1.0,1.0,1.0,0,60.0,60.0
44.0,1.0,20.0,3.0,6355.0,36.0,4.0,1.0,1.0,0,25.0,25.0
53.0,1.0,18.0,1.0,7720.0,303.0,0.0,1.0,1.0,0,40.0,40.0
45.0,1.0,21.0,5.0,1360.0,247.0,5.0,1.0,6.0,1,40.0,40.0
56.0,5.0,22.0,1.0,4220.0,233.0,0.0,1.0,6.0,1,40.0,40.0
42.0,1.0,22.0,5.0,4710.0,157.0,0.0,1.0,1.0,1,40.0,40.0
28.0,1.0,21.0,5.0,440.0,6.0,0.0,1.0,6.0,1,40.0,40.0
50.0,3.0,19.0,1.0,3220.0,217.0,0.0,1.0,6.0,1,59.0,59.0
29.0,1.0,21.0,5.0,4850.0,54.0,13.0,1.0,1.0,1,70.0,70.0
17.0,1.0,13.0,5.0,4760.0,6.0,2.0,2.0,1.0,0,12.0,12.0
33.0,1.0,21.0,1.0,1021.0,210.0,1.0,2.0,6.0,1,40.0,40.0
36.0,6.0,17.0,1.0,6410.0,312.0,1.0,1.0,8.0,0,40.0,40.0
36.0,1.0,24.0,1.0,1700.0,110.0,0.0,1.0,1.0,1,50.0,50.0
35.0,1.0,22.0,5.0,440.0,24.0,0.0,2.0,1.0,1,40.0,40.0
56.0,1.0,1.0,1.0,5860.0,303.0,0.0,2.0,1.0,0,40.0,40.0
38.0,1.0,16.0,1.0,4760.0,6.0,10.0,2.0,1.0,0,8.0,8.0
61.0,1.0,21.0,1.0,350.0,6.0,1.0,2.0,1.0,1,40.0,40.0
61.0,1.0,15.0,3.0,8300.0,303.0,10.0,2.0,1.0,0,30.0,30.0
48.0,3.0,16.0,1.0,3802.0,6.0,0.0,1.0,8.0,1,64.0,64.0
46.0,1.0,22.0,1.0,10.0,6.0,0.0,1.0,1.0,1,50.0,50.0
55.0,1.0,20.0,1.0,9645.0,364.0,1.0,2.0,1.0,0,40.0,40.0
62.0,1.0,21.0,4.0,520.0,140.0,13.0,1.0,1.0,0,40.0,40.0
47.0,1.0,1.0,5.0,6050.0,303.0,11.0,2.0,1.0,0,32.0,32.0
58.0,6.0,16.0,3.0,4251.0,6.0,0.0,1.0,1.0,0,3.0,3.0
44.0,1.0,18.0,1.0,4110.0,6.0,0.0,2.0,1.0,0,20.0,20.0
22.0,1.0,2.0,5.0,4230.0,6.0,2.0,2.0,8.0,0,24.0,24.0
42.0,1.0,21.0,5.0,4760.0,211.0,5.0,2.0,6.0,0,40.0,40.0
48.0,3.0,21.0,3.0,350.0,6.0,0.0,2.0,1.0,1,40.0,40.0
47.0,1.0,19.0,2.0,4720.0,303.0,2.0,2.0,8.0,0,50.0,50.0
41.0,3.0,21.0,1.0,2016.0,6.0,0.0,2.0,1.0,1,40.0,40.0
52.0,1.0,22.0,3.0,1360.0,6.0,0.0,1.0,1.0,1,40.0,40.0
46.0,1.0,22.0,1.0,440.0,6.0,0.0,1.0,9.0,1,40.0,40.0
37.0,1.0,21.0,5.0,910.0,6.0,0.0,1.0,1.0,1,40.0,40.0
36.0,1.0,21.0,1.0,4150.0,9.0,0.0,1.0,1.0,1,50.0,50.0
48.0,1.0,16.0,1.0,5810.0,501.0,1.0,2.0,1.0,0,3.0,3.0
25.0,6.0,16.0,5.0,6050.0,303.0,15.0,2.0,9.0,0,38.0,38.0
28.0,1.0,16.0,5.0,7150.0,6.0,0.0,1.0,1.0,0,17.0,17.0
49.0,1.0,9.0,5.0,6260.0,303.0,13.0,1.0,8.0,0,50.0,50.0
62.0,1.0,18.0,3.0,4720.0,6.0,0.0,2.0,1.0,0,40.0,40.0
63.0,1.0,21.0,3.0,2320.0,247.0,0.0,1.0,6.0,0,30.0,30.0
28.0,1.0,19.0,5.0,4700.0,6.0,2.0,2.0,1.0,0,40.0,40.0
21.0,1.0,18.0,5.0,4720.0,6.0,17.0,2.0,1.0,0,30.0,30.0
40.0,6.0,21.0,5.0,4251.0,6.0,2.0,1.0,6.0,0,40.0,40.0
61.0,1.0,16.0,1.0,6260.0,6.0,0.0,1.0,1.0,1,50.0,50.0
34.0,1.0,21.0,1.0,110.0,6.0,1.0,2.0,1.0,0,20.0,20.0
53.0,1.0,14.0,1.0,8740.0,303.0,1.0,2.0,1.0,0,40.0,40.0
61.0,3.0,20.0,1.0,1530.0,6.0,0.0,1.0,1.0,1,25.0,25.0
33.0,1.0,23.0,5.0,3090.0,6.0,0.0,2.0,2.0,0,8.0,8.0
45.0,1.0,17.0,2.0,4252.0,6.0,10.0,1.0,8.0,0,40.0,40.0
20.0,1.0,16.0,5.0,4030.0,6.0,2.0,1.0,1.0,0,18.0,18.0
24.0,1.0,16.0,5.0,6050.0,6.0,0.0,1.0,1.0,0,35.0,35.0
26.0,1.0,16.0,1.0,9130.0,6.0,5.0,1.0,8.0,0,40.0,40.0
63.0,1.0,20.0,1.0,940.0,6.0,0.0,2.0,1.0,1,22.0,22.0
69.0,7.0,22.0,5.0,4760.0,6.0,0.0,2.0,1.0,0,16.0,16.0
22.0,2.0,21.0,5.0,735.0,6.0,2.0,2.0,1.0,0,45.0,45.0
55.0,1.0,21.0,5.0,705.0,6.0,2.0,2.0,1.0,1,40.0,40.0
56.0,1.0,16.0,1.0,9005.0,6.0,1.0,1.0,1.0,0,42.0,42.0
46.0,7.0,22.0,3.0,4920.0,6.0,0.0,1.0,1.0,1,60.0,60.0
24.0,1.0,16.0,5.0,9150.0,6.0,2.0,1.0,1.0,0,28.0,28.0
60.0,1.0,18.0,1.0,4850.0,42.0,0.0,2.0,1.0,0,40.0,40.0
44.0,1.0,11.0,5.0,9130.0,313.0,0.0,1.0,1.0,0,40.0,40.0
24.0,1.0,19.0,5.0,20.0,6.0,2.0,1.0,1.0,1,50.0,50.0
48.0,1.0,22.0,1.0,2861.0,134.0,1.0,1.0,1.0,1,55.0,55.0
41.0,1.0,19.0,1.0,8740.0,303.0,0.0,1.0,8.0,0,40.0,40.0
40.0,7.0,1.0,1.0,9130.0,313.0,1.0,1.0,8.0,0,50.0,50.0
40.0,1.0,22.0,1.0,300.0,210.0,0.0,1.0,6.0,1,50.0,50.0
49.0,7.0,19.0,5.0,10.0,312.0,0.0,1.0,8.0,1,60.0,60.0
66.0,7.0,19.0,1.0,4810.0,32.0,0.0,1.0,1.0,1,40.0,40.0
48.0,1.0,12.0,1.0,6410.0,207.0,0.0,1.0,6.0,0,30.0,30.0
23.0,1.0,16.0,5.0,6355.0,6.0,2.0,1.0,1.0,0,40.0,40.0
54.0,1.0,20.0,1.0,4850.0,240.0,1.0,2.0,6.0,1,40.0,40.0
29.0,1.0,20.0,1.0,4840.0,6.0,1.0,2.0,1.0,1,40.0,40.0
60.0,1.0,20.0,5.0,137.0,6.0,0.0,2.0,1.0,1,48.0,48.0
60.0,1.0,14.0,1.0,7220.0,6.0,0.0,1.0,1.0,1,40.0,40.0
30.0,1.0,22.0,1.0,1021.0,15.0,1.0,1.0,1.0,1,50.0,50.0
52.0,1.0,18.0,2.0,530.0,46.0,0.0,2.0,1.0,1,40.0,40.0
39.0,1.0,16.0,1.0,4655.0,312.0,9.0,1.0,8.0,0,60.0,60.0
42.0,1.0,21.0,1.0,4700.0,6.0,0.0,2.0,1.0,1,40.0,40.0
37.0,1.0,11.0,1.0,6442.0,212.0,1.0,1.0,1.0,1,40.0,40.0
41.0,3.0,21.0,1.0,1007.0,163.0,1.0,1.0,1.0,1,40.0,40.0
53.0,1.0,21.0,1.0,1305.0,110.0,1.0,1.0,1.0,1,40.0,40.0
62.0,6.0,16.0,4.0,4220.0,370.0,5.0,2.0,8.0,0,0.0,1.0
56.0,5.0,16.0,5.0,5550.0,6.0,0.0,1.0,1.0,1,60.0,60.0
58.0,1.0,22.0,1.0,630.0,39.0,1.0,1.0,1.0,1,50.0,50.0
36.0,6.0,19.0,1.0,4510.0,6.0,0.0,2.0,1.0,0,32.0,32.0
30.0,1.0,21.0,5.0,8640.0,6.0,2.0,1.0,1.0,0,40.0,40.0
19.0,1.0,16.0,5.0,4150.0,6.0,2.0,2.0,1.0,0,20.0,20.0
35.0,7.0,21.0,1.0,4000.0,6.0,1.0,1.0,1.0,1,45.0,45.0
38.0,1.0,19.0,3.0,4252.0,6.0,2.0,1.0,1.0,0,50.0,50.0
48.0,1.0,18.0,4.0,5240.0,19.0,0.0,2.0,1.0,0,34.0,34.0
60.0,1.0,21.0,5.0,2360.0,6.0,11.0,2.0,1.0,1,40.0,40.0
60.0,1.0,16.0,1.0,5000.0,6.0,1.0,2.0,1.0,1,40.0,40.0
66.0,1.0,21.0,1.0,9640.0,233.0,2.0,1.0,9.0,0,40.0,40.0
36.0,1.0,19.0,3.0,4720.0,303.0,0.0,2.0,1.0,0,37.0,37.0
45.0,2.0,21.0,4.0,5120.0,6.0,12.0,1.0,6.0,1,40.0,40.0
20.0,2.0,19.0,5.0,2350.0,36.0,17.0,2.0,6.0,0,9.0,9.0
61.0,1.0,19.0,1.0,2360.0,9.0,0.0,1.0,1.0,1,60.0,60.0
40.0,3.0,22.0,1.0,3258.0,233.0,1.0,2.0,6.0,0,20.0,20.0
66.0,5.0,22.0,1.0,3255.0,233.0,0.0,1.0,6.0,1,40.0,40.0
50.0,3.0,22.0,1.0,3870.0,440.0,0.0,1.0,2.0,1,40.0,40.0
62.0,7.0,20.0,5.0,4621.0,44.0,0.0,2.0,1.0,0,40.0,40.0
46.0,1.0,9.0,4.0,6330.0,312.0,0.0,1.0,8.0,0,35.0,35.0
52.0,7.0,20.0,1.0,4920.0,6.0,0.0,2.0,6.0,0,40.0,40.0
44.0,6.0,18.0,5.0,735.0,6.0,16.0,1.0,2.0,0,40.0,40.0
56.0,1.0,19.0,4.0,5610.0,6.0,0.0,1.0,1.0,1,40.0,40.0
23.0,3.0,22.0,5.0,2005.0,6.0,2.0,1.0,6.0,0,20.0,20.0
29.0,1.0,19.0,5.0,310.0,6.0,0.0,1.0,1.0,0,50.0,50.0
55.0,5.0,18.0,1.0,5540.0,233.0,1.0,1.0,6.0,1,40.0,40.0
21.0,2.0,16.0,5.0,2350.0,210.0,17.0,1.0,6.0,0,18.0,18.0
35.0,5.0,21.0,1.0,440.0,6.0,0.0,2.0,1.0,1,52.0,52.0
41.0,6.0,18.0,1.0,5550.0,6.0,9.0,1.0,8.0,1,40.0,40.0
43.0,3.0,22.0,1.0,2320.0,6.0,0.0,1.0,1.0,1,50.0,50.0
31.0,5.0,21.0,5.0,820.0,233.0,12.0,1.0,6.0,1,40.0,40.0
41.0,1.0,22.0,1.0,110.0,210.0,0.0,1.0,6.0,1,45.0,45.0
61.0,2.0,19.0,3.0,3500.0,333.0,0.0,2.0,2.0,1,40.0,40.0
64.0,3.0,23.0,1.0,20.0,55.0,0.0,2.0,1.0,1,60.0,60.0
29.0,2.0,21.0,5.0,110.0,6.0,0.0,2.0,1.0,0,20.0,20.0
57.0,1.0,19.0,1.0,3602.0,212.0,0.0,2.0,1.0,1,40.0,40.0
56.0,1.0,20.0,3.0,3255.0,211.0,0.0,2.0,6.0,1,36.0,36.0
71.0,6.0,16.0,1.0,205.0,210.0,0.0,1.0,6.0,1,40.0,40.0
47.0,7.0,21.0,1.0,410.0,22.0,0.0,1.0,2.0,1,75.0,75.0
46.0,6.0,21.0,1.0,1420.0,120.0,0.0,2.0,1.0,0,40.0,40.0
25.0,1.0,20.0,5.0,700.0,6.0,2.0,2.0,2.0,0,40.0,40.0
29.0,6.0,16.0,1.0,2050.0,6.0,1.0,2.0,1.0,0,40.0,40.0
27.0,3.0,21.0,5.0,735.0,6.0,12.0,2.0,9.0,1,45.0,45.0
22.0,7.0,14.0,5.0,9130.0,6.0,2.0,1.0,9.0,0,32.0,32.0
33.0,1.0,21.0,1.0,410.0,6.0,9.0,1.0,6.0,1,40.0,40.0
58.0,1.0,19.0,1.0,2310.0,6.0,1.0,2.0,1.0,1,45.0,45.0
20.0,1.0,19.0,5.0,4110.0,6.0,0.0,1.0,8.0,0,30.0,30.0
62.0,7.0,21.0,3.0,4920.0,12.0,0.0,2.0,1.0,1,30.0,30.0
56.0,1.0,21.0,1.0,3500.0,210.0,0.0,2.0,6.0,1,40.0,40.0
69.0,3.0,21.0,1.0,1021.0,231.0,0.0,1.0,6.0,1,40.0,40.0
46.0,1.0,21.0,5.0,120.0,233.0,0.0,2.0,6.0,0,40.0,40.0
57.0,1.0,19.0,1.0,6005.0,6.0,0.0,1.0,1.0,1,50.0,50.0
24.0,1.0,15.0,5.0,6260.0,6.0,15.0,1.0,1.0,0,40.0,40.0
29.0,4.0,22.0,5.0,2205.0,17.0,0.0,2.0,1.0,0,55.0,55.0
44.0,1.0,20.0,1.0,4020.0,6.0,1.0,2.0,1.0,0,35.0,35.0
54.0,1.0,16.0,3.0,5240.0,6.0,2.0,1.0,1.0,0,48.0,48.0
48.0,1.0,20.0,1.0,5000.0,303.0,1.0,2.0,1.0,0,40.0,40.0
55.0,1.0,14.0,1.0,4110.0,303.0,0.0,1.0,1.0,0,40.0,40.0
75.0,6.0,21.0,1.0,6200.0,6.0,0.0,1.0,1.0,1,30.0,30.0
31.0,2.0,24.0,5.0,1700.0,17.0,0.0,2.0,1.0,1,60.0,60.0
28.0,1.0,21.0,5.0,3255.0,6.0,2.0,1.0,6.0,1,28.0,28.0
40.0,1.0,16.0,5.0,5860.0,6.0,2.0,2.0,1.0,0,40.0,40.0
55.0,2.0,22.0,5.0,4720.0,26.0,12.0,1.0,1.0,0,28.0,28.0
33.0,6.0,19.0,1.0,2360.0,6.0,1.0,2.0,1.0,0,30.0,30.0
53.0,1.0,16.0,5.0,9620.0,130.0,4.0,1.0,1.0,1,48.0,48.0
55.0,3.0,18.0,1.0,8990.0,6.0,0.0,1.0,1.0,1,4.0,4.0
63.0,1.0,22.0,5.0,4622.0,209.0,0.0,2.0,6.0,0,37.0,37.0
49.0,1.0,21.0,1.0,1108.0,215.0,1.0,2.0,6.0,1,60.0,60.0
26.0,1.0,21.0,5.0,4200.0,6.0,2.0,1.0,1.0,0,40.0,40.0
28.0,1.0,16.0,3.0,5240.0,6.0,7.0,1.0,1.0,0,40.0,40.0
55.0,1.0,11.0,1.0,9142.0,303.0,6.0,2.0,9.0,0,30.0,30.0
39.0,1.0,21.0,1.0,1530.0,6.0,1.0,1.0,1.0,1,50.0,50.0
32.0,4.0,20.0,1.0,3255.0,164.0,9.0,1.0,1.0,0,30.0,30.0
56.0,1.0,5.0,1.0,8740.0,303.0,0.0,2.0,8.0,0,40.0,40.0
58.0,2.0,21.0,3.0,3255.0,6.0,0.0,2.0,1.0,1,72.0,72.0
67.0,1.0,21.0,1.0,4850.0,233.0,1.0,1.0,6.0,1,40.0,40.0
24.0,1.0,20.0,5.0,5940.0,360.0,4.0,2.0,1.0,0,40.0,40.0
62.0,6.0,18.0,1.0,4510.0,6.0,1.0,2.0,1.0,0,30.0,30.0
71.0,1.0,18.0,1.0,4230.0,364.0,1.0,2.0,1.0,1,40.0,40.0
36.0,3.0,20.0,1.0,3870.0,6.0,1.0,1.0,1.0,1,48.0,48.0
49.0,1.0,19.0,1.0,9130.0,6.0,0.0,1.0,1.0,1,40.0,40.0
59.0,1.0,23.0,1.0,150.0,233.0,0.0,1.0,6.0,0,40.0,40.0
27.0,1.0,21.0,2.0,8225.0,303.0,15.0,1.0,8.0,1,40.0,40.0
20.0,2.0,16.0,5.0,4720.0,6.0,2.0,2.0,8.0,0,25.0,25.0
39.0,1.0,19.0,5.0,5740.0,6.0,0.0,2.0,1.0,0,40.0,40.0
32.0,1.0,20.0,5.0,9142.0,6.0,5.0,2.0,6.0,0,50.0,50.0
69.0,1.0,21.0,1.0,5410.0,6.0,0.0,1.0,1.0,1,15.0,15.0
29.0,3.0,21.0,5.0,5240.0,6.0,2.0,1.0,6.0,1,40.0,40.0
23.0,1.0,21.0,4.0,2350.0,6.0,10.0,2.0,9.0,0,6.0,6.0
50.0,1.0,20.0,3.0,630.0,303.0,0.0,1.0,1.0,1,45.0,45.0
21.0,1.0,16.0,5.0,4965.0,6.0,13.0,2.0,9.0,0,20.0,20.0
35.0,6.0,23.0,1.0,3090.0,207.0,1.0,2.0,6.0,1,86.0,86.0
51.0,3.0,21.0,1.0,710.0,236.0,0.0,1.0,6.0,1,45.0,45.0
56.0,1.0,19.0,1.0,3255.0,6.0,1.0,2.0,8.0,1,45.0,45.0
58.0,1.0,21.0,1.0,410.0,312.0,0.0,1.0,8.0,0,20.0,20.0
49.0,1.0,19.0,1.0,110.0,6.0,1.0,1.0,8.0,1,45.0,45.0
68.0,6.0,13.0,1.0,4510.0,6.0,1.0,2.0,1.0,0,20.0,20.0
54.0,1.0,19.0,5.0,7340.0,18.0,0.0,1.0,1.0,0,40.0,40.0
37.0,5.0,22.0,1.0,2014.0,11.0,0.0,2.0,1.0,1,40.0,40.0
60.0,6.0,21.0,1.0,7640.0,217.0,0.0,1.0,6.0,0,40.0,40.0
21.0,1.0,16.0,5.0,4420.0,41.0,0.0,1.0,1.0,0,30.0,30.0
44.0,2.0,24.0,1.0,2205.0,207.0,0.0,1.0,6.0,1,50.0,50.0
42.0,1.0,15.0,5.0,4720.0,303.0,0.0,2.0,1.0,0,30.0,30.0
47.0,1.0,9.0,1.0,9620.0,303.0,1.0,2.0,8.0,0,40.0,40.0
59.0,1.0,18.0,1.0,5940.0,18.0,1.0,1.0,1.0,1,40.0,40.0
38.0,1.0,22.0,1.0,3110.0,4.0,1.0,2.0,1.0,1,40.0,40.0
26.0,1.0,16.0,5.0,9620.0,303.0,0.0,1.0,8.0,0,40.0,40.0
38.0,1.0,22.0,1.0,1010.0,53.0,1.0,1.0,1.0,1,40.0,40.0
44.0,1.0,15.0,1.0,4950.0,303.0,1.0,1.0,1.0,0,40.0,40.0
56.0,3.0,18.0,1.0,565.0,47.0,2.0,1.0,1.0,1,20.0,20.0
23.0,1.0,19.0,5.0,2016.0,6.0,2.0,1.0,1.0,0,17.0,17.0
50.0,1.0,22.0,1.0,2310.0,6.0,1.0,2.0,1.0,1,40.0,40.0
34.0,3.0,20.0,1.0,3940.0,6.0,1.0,1.0,5.0,1,40.0,40.0
69.0,6.0,21.0,3.0,2600.0,6.0,13.0,1.0,1.0,0,30.0,30.0
55.0,1.0,19.0,1.0,4760.0,247.0,1.0,2.0,6.0,0,40.0,40.0
63.0,2.0,21.0,1.0,726.0,18.0,1.0,2.0,1.0,1,50.0,50.0
56.0,3.0,20.0,4.0,7010.0,6.0,5.0,2.0,2.0,0,40.0,40.0
55.0,2.0,20.0,1.0,5860.0,6.0,1.0,2.0,1.0,1,35.0,35.0
18.0,1.0,18.0,5.0,4720.0,6.0,17.0,1.0,1.0,0,20.0,20.0
58.0,1.0,20.0,1.0,1050.0,303.0,0.0,1.0,1.0,1,47.0,47.0
46.0,1.0,21.0,3.0,10.0,4.0,0.0,2.0,1.0,1,40.0,40.0
59.0,6.0,21.0,3.0,2360.0,6.0,15.0,2.0,1.0,0,37.0,37.0
65.0,6.0,24.0,1.0,850.0,32.0,0.0,1.0,1.0,1,25.0,25.0
21.0,1.0,19.0,5.0,9645.0,210.0,2.0,1.0,9.0,0,20.0,20.0
64.0,1.0,16.0,3.0,5610.0,6.0,0.0,2.0,1.0,0,40.0,40.0
31.0,1.0,21.0,1.0,3255.0,6.0,1.0,2.0,6.0,1,40.0,40.0
54.0,1.0,16.0,1.0,9640.0,217.0,1.0,2.0,6.0,1,48.0,48.0
18.0,1.0,18.0,5.0,4950.0,6.0,17.0,1.0,9.0,0,10.0,10.0
30.0,1.0,21.0,5.0,2710.0,36.0,0.0,1.0,1.0,1,60.0,60.0
54.0,1.0,21.0,5.0,1460.0,6.0,12.0,1.0,1.0,1,40.0,40.0
42.0,2.0,22.0,1.0,440.0,6.0,0.0,2.0,1.0,1,38.0,38.0
36.0,4.0,19.0,1.0,3740.0,6.0,1.0,1.0,9.0,1,72.0,72.0
55.0,3.0,21.0,1.0,750.0,6.0,1.0,2.0,6.0,1,40.0,40.0
27.0,1.0,21.0,5.0,5600.0,9.0,0.0,2.0,1.0,1,47.0,47.0
58.0,1.0,23.0,5.0,2100.0,37.0,0.0,2.0,2.0,1,50.0,50.0
34.0,1.0,23.0,1.0,2100.0,42.0,1.0,1.0,1.0,1,60.0,60.0
51.0,1.0,19.0,1.0,3545.0,6.0,0.0,1.0,2.0,1,40.0,40.0
54.0,6.0,24.0,1.0,3000.0,6.0,1.0,1.0,1.0,0,60.0,60.0
32.0,1.0,17.0,5.0,1050.0,26.0,15.0,1.0,1.0,1,40.0,40.0
47.0,1.0,16.0,1.0,3603.0,303.0,0.0,2.0,8.0,0,40.0,40.0
82.0,6.0,22.0,2.0,2050.0,6.0,0.0,2.0,1.0,0,48.0,48.0
50.0,1.0,21.0,1.0,1360.0,17.0,0.0,1.0,1.0,1,50.0,50.0
47.0,1.0,17.0,1.0,150.0,48.0,1.0,2.0,1.0,0,50.0,50.0
50.0,1.0,19.0,1.0,440.0,126.0,0.0,1.0,1.0,1,50.0,50.0
48.0,1.0,16.0,1.0,440.0,210.0,0.0,1.0,9.0,1,40.0,40.0
25.0,1.0,21.0,5.0,2722.0,4.0,17.0,1.0,9.0,0,8.0,8.0
56.0,1.0,22.0,1.0,4710.0,209.0,1.0,2.0,6.0,0,40.0,40.0
68.0,1.0,12.0,3.0,3930.0,462.0,0.0,1.0,2.0,0,40.0,40.0
45.0,1.0,21.0,1.0,3630.0,6.0,0.0,2.0,1.0,0,10.0,10.0
44.0,3.0,22.0,1.0,2205.0,6.0,1.0,2.0,1.0,1,48.0,48.0
57.0,7.0,21.0,1.0,410.0,6.0,0.0,1.0,1.0,1,25.0,25.0
61.0,1.0,16.0,1.0,3640.0,303.0,1.0,1.0,1.0,1,50.0,50.0
46.0,3.0,22.0,1.0,2205.0,6.0,0.0,1.0,1.0,1,40.0,40.0
65.0,1.0,21.0,3.0,4965.0,207.0,0.0,2.0,6.0,0,24.0,24.0
46.0,1.0,18.0,1.0,9130.0,303.0,0.0,1.0,1.0,0,40.0,40.0
27.0,1.0,19.0,5.0,4000.0,110.0,0.0,1.0,1.0,0,40.0,40.0
71.0,1.0,16.0,1.0,5860.0,6.0,0.0,2.0,1.0,0,35.0,35.0
64.0,4.0,24.0,1.0,1750.0,6.0,0.0,1.0,1.0,1,40.0,40.0
19.0,1.0,16.0,5.0,4110.0,6.0,2.0,1.0,8.0,0,30.0,30.0
50.0,1.0,20.0,1.0,350.0,6.0,0.0,1.0,1.0,1,60.0,60.0
40.0,1.0,20.0,5.0,9620.0,233.0,0.0,1.0,6.0,0,40.0,40.0
36.0,3.0,21.0,5.0,2310.0,373.0,0.0,1.0,6.0,1,40.0,40.0
30.0,1.0,21.0,1.0,4965.0,6.0,1.0,2.0,1.0,0,40.0,40.0
54.0,1.0,16.0,5.0,4030.0,209.0,5.0,1.0,6.0,0,40.0,40.0
32.0,1.0,16.0,5.0,8320.0,313.0,5.0,1.0,8.0,0,40.0,40.0
27.0,6.0,21.0,5.0,3630.0,6.0,12.0,2.0,1.0,0,15.0,15.0
62.0,1.0,9.0,1.0,9640.0,303.0,0.0,2.0,1.0,0,40.0,40.0
44.0,5.0,21.0,1.0,3930.0,39.0,0.0,1.0,1.0,0,48.0,48.0
34.0,1.0,19.0,5.0,4251.0,6.0,16.0,1.0,1.0,0,40.0,40.0
36.0,1.0,21.0,1.0,5410.0,207.0,1.0,2.0,6.0,0,20.0,20.0
51.0,3.0,20.0,1.0,3255.0,6.0,1.0,2.0,1.0,1,60.0,60.0
48.0,2.0,22.0,1.0,5240.0,6.0,1.0,1.0,1.0,0,27.0,27.0
17.0,1.0,14.0,5.0,9130.0,6.0,2.0,1.0,1.0,0,40.0,40.0
18.0,1.0,16.0,5.0,4720.0,48.0,17.0,2.0,9.0,0,25.0,25.0
54.0,6.0,13.0,5.0,3602.0,6.0,0.0,1.0,1.0,0,36.0,36.0
63.0,3.0,18.0,1.0,5820.0,6.0,1.0,2.0,1.0,0,40.0,40.0
49.0,7.0,19.0,1.0,410.0,6.0,0.0,1.0,1.0,1,40.0,40.0
60.0,1.0,19.0,3.0,5820.0,6.0,15.0,2.0,1.0,0,40.0,40.0
63.0,1.0,9.0,5.0,4230.0,314.0,0.0,2.0,1.0,0,40.0,40.0
53.0,1.0,22.0,1.0,110.0,210.0,0.0,1.0,6.0,1,40.0,40.0
62.0,3.0,16.0,3.0,5860.0,31.0,11.0,2.0,1.0,0,40.0,40.0
47.0,1.0,22.0,3.0,2700.0,41.0,0.0,1.0,1.0,0,20.0,20.0
46.0,1.0,20.0,1.0,4840.0,6.0,0.0,1.0,1.0,0,40.0,40.0
63.0,6.0,19.0,1.0,810.0,49.0,0.0,1.0,1.0,1,70.0,70.0
31.0,4.0,23.0,1.0,2100.0,6.0,1.0,1.0,2.0,1,40.0,40.0
76.0,6.0,20.0,2.0,4950.0,27.0,0.0,2.0,1.0,1,20.0,20.0
37.0,6.0,21.0,1.0,5240.0,48.0,1.0,1.0,1.0,0,75.0,75.0
36.0,1.0,19.0,5.0,4010.0,6.0,0.0,1.0,1.0,0,40.0,40.0
61.0,1.0,20.0,3.0,3323.0,6.0,13.0,2.0,1.0,1,38.0,38.0
59.0,1.0,8.0,1.0,4110.0,39.0,1.0,2.0,2.0,0,32.0,32.0
71.0,1.0,16.0,1.0,7810.0,6.0,0.0,1.0,1.0,1,24.0,24.0
56.0,1.0,22.0,3.0,300.0,34.0,0.0,1.0,1.0,1,50.0,50.0
37.0,2.0,19.0,1.0,5740.0,6.0,0.0,2.0,1.0,0,40.0,40.0
53.0,7.0,18.0,1.0,5140.0,39.0,0.0,2.0,1.0,0,60.0,60.0
40.0,1.0,1.0,1.0,6050.0,313.0,0.0,2.0,8.0,0,30.0,30.0
29.0,1.0,19.0,5.0,5240.0,6.0,12.0,1.0,1.0,0,40.0,40.0
32.0,5.0,19.0,5.0,9620.0,38.0,2.0,2.0,1.0,0,20.0,20.0
17.0,1.0,13.0,5.0,2810.0,6.0,2.0,2.0,1.0,0,30.0,30.0
39.0,2.0,21.0,5.0,5240.0,6.0,2.0,1.0,8.0,0,16.0,16.0
